FULL_ADDRESS,STREET,CITY,ZIP,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
"5000 MACARTHUR BLVD NW, WASHINGTON DC, 20016","5000 MACARTHUR BLVD NW"," WASHINGTON DC"," 20016",38.92201,-77.099877,1,rooftop,"5000 Macarthur Blvd NW",,"Washington, DC 20016",5000,"Macarthur Blvd NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1708 HOBART ST NW, WASHINGTON DC, 20009","1708 HOBART ST NW"," WASHINGTON DC"," 20009",38.927817,-77.040156,1,rooftop,"1708 Hobart St NW",,"Washington, DC 20009",1708,"Hobart St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1120 LAMONT ST NW, WASHINGTON DC, 20010","1120 LAMONT ST NW"," WASHINGTON DC"," 20010",38.930458,-77.02864,1,rooftop,"1120 Lamont St NW",,"Washington, DC 20010",1120,"Lamont St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"4644 RESERVOIR RD NW, WASHINGTON DC, 20007","4644 RESERVOIR RD NW"," WASHINGTON DC"," 20007",38.913524,-77.088618,1,rooftop,"4644 Reservoir Rd NW",,"Washington, DC 20007",4644,"Reservoir Rd NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"1811 INGLESIDE TER NW, WASHINGTON DC, 20010","1811 INGLESIDE TER NW"," WASHINGTON DC"," 20010",38.935102,-77.041689,1,rooftop,"1811 Ingleside Ter NW",,"Washington, DC 20010",1811,"Ingleside Ter NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"3327 18TH ST NW, WASHINGTON DC, 20010","3327 18TH ST NW"," WASHINGTON DC"," 20010",38.933109,-77.041001,1,rooftop,"3327 18th St NW",,"Washington, DC 20010",3327,"18th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"3612 NEW HAMPSHIRE AVE NW, WASHINGTON DC, 20010","3612 NEW HAMPSHIRE AVE NW"," WASHINGTON DC"," 20010",38.934533,-77.02594,1,rooftop,"3612 New Hampshire Ave NW",,"Washington, DC 20010",3612,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"3612 AUSTIN ST SE, WASHINGTON DC, 20020","3612 AUSTIN ST SE"," WASHINGTON DC"," 20020",38.861798,-76.955575,1,rooftop,"3612 Austin St SE",,"Washington, DC 20020",3612,"Austin St SE",,,Washington,DC,"District of Columbia",20020,US,"Statewide (City of Washington)"
"1368 NEWTON ST NW, WASHINGTON DC, 20010","1368 NEWTON ST NW"," WASHINGTON DC"," 20010",38.932294,-77.032137,1,rooftop,"1368 Newton St NW",,"Washington, DC 20010",1368,"Newton St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"400 1ST ST NW, WASHINGTON DC, 20001","400 1ST ST NW"," WASHINGTON DC"," 20001",38.895025,-77.012596,1,rooftop,"400 1st St NW",,"Washington, DC 20534",400,"1st St NW",,,Washington,DC,"District of Columbia",20534,US,"Statewide (City of Washington)"
"6207 4TH ST NW, WASHINGTON DC, 20011","6207 4TH ST NW"," WASHINGTON DC"," 20011",38.965135,-77.017774,1,rooftop,"6207 4th St NW",,"Washington, DC 20011",6207,"4th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"6810 LAUREL ST NW, WASHINGTON DC, 20012","6810 LAUREL ST NW"," WASHINGTON DC"," 20012",38.972032,-77.0148,1,rooftop,"6810 Laurel St NW",,"Washington, DC 20012",6810,"Laurel St NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"1345 S ST NW, WASHINGTON DC, 20009","1345 S ST NW"," WASHINGTON DC"," 20009",38.914266,-77.031479,1,rooftop,"1345 S St NW",,"Washington, DC 20009",1345,"S St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1525 18TH ST NW, WASHINGTON DC, 20036","1525 18TH ST NW"," WASHINGTON DC"," 20036",38.910486,-77.041396,1,rooftop,"1525 18th St NW",,"Washington, DC 20036",1525,"18th St NW",,,Washington,DC,"District of Columbia",20036,US,"Statewide (City of Washington)"
"117 4TH ST NE, WASHINGTON DC, 20002","117 4TH ST NE"," WASHINGTON DC"," 20002",38.891494,-77.00035,1,rooftop,"117 4th St NE",,"Washington, DC 20002",117,"4th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"2307 37TH ST NW, WASHINGTON DC, 20007","2307 37TH ST NW"," WASHINGTON DC"," 20007",38.920084,-77.072812,1,rooftop,"2307 37th St NW",,"Washington, DC 20007",2307,"37th St NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"1713 IRVING ST NW, WASHINGTON DC, 20010","1713 IRVING ST NW"," WASHINGTON DC"," 20010",38.929064,-77.039533,1,rooftop,"1713 Irving St NW",,"Washington, DC 20010",1713,"Irving St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"1345 S ST NW, WASHINGTON DC, 20009","1345 S ST NW"," WASHINGTON DC"," 20009",38.914266,-77.031479,1,rooftop,"1345 S St NW",,"Washington, DC 20009",1345,"S St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1743 Q ST NW, WASHINGTON DC, 20009","1743 Q ST NW"," WASHINGTON DC"," 20009",38.911327,-77.040321,1,rooftop,"1743 Q St NW",,"Washington, DC 20009",1743,"Q St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"634 14TH ST NE, WASHINGTON DC, 20002","634 14TH ST NE"," WASHINGTON DC"," 20002",38.898356,-76.985761,1,rooftop,"634 14th St NE",,"Washington, DC 20002",634,"14th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1301 CORCORAN ST NW, WASHINGTON DC, 20009","1301 CORCORAN ST NW"," WASHINGTON DC"," 20009",38.912029,-77.029851,1,rooftop,"1301 Corcoran St NW",,"Washington, DC 20009",1301,"Corcoran St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"6224 30TH ST NW, WASHINGTON DC, 20015","6224 30TH ST NW"," WASHINGTON DC"," 20015",38.972085,-77.059453,1,rooftop,"6224 30th St NW",,"Washington, DC 20015",6224,"30th St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"4100 38TH ST NW, WASHINGTON DC, 20016","4100 38TH ST NW"," WASHINGTON DC"," 20016",38.942389,-77.074874,1,rooftop,"4100 38th St NW",,"Washington, DC 20016",4100,"38th St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1607 G ST SE, WASHINGTON DC, 20003","1607 G ST SE"," WASHINGTON DC"," 20003",38.881059,-76.981823,1,rooftop,"1607 G St SE",,"Washington, DC 20003",1607,"G St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"1424 LONGFELLOW ST NW, WASHINGTON DC, 20011","1424 LONGFELLOW ST NW"," WASHINGTON DC"," 20011",38.957091,-77.034801,1,rooftop,"1424 Longfellow St NW",,"Washington, DC 20011",1424,"Longfellow St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"618 5TH ST NE, WASHINGTON DC, 20002","618 5TH ST NE"," WASHINGTON DC"," 20002",38.897936,-76.999783,1,rooftop,"618 5th St NE",,"Washington, DC 20002",618,"5th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"4625 49TH ST NW, WASHINGTON DC, 20016","4625 49TH ST NW"," WASHINGTON DC"," 20016",38.950425,-77.096479,1,rooftop,"4625 49th St NW",,"Washington, DC 20016",4625,"49th St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1359 A ST NE, WASHINGTON DC, 20002","1359 A ST NE"," WASHINGTON DC"," 20002",38.890736,-76.986387,1,rooftop,"1359 A St NE",,"Washington, DC 20002",1359,"A St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"813 A ST NE, WASHINGTON DC, 20002","813 A ST NE"," WASHINGTON DC"," 20002",38.890743,-76.994306,1,rooftop,"813 A St NE",,"Washington, DC 20002",813,"A St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1213 E ST SE, WASHINGTON DC, 20003","1213 E ST SE"," WASHINGTON DC"," 20003",38.882643,-76.989614,1,rooftop,"1213 E St SE",,"Washington, DC 20003",1213,"E St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"1735 HARVARD ST NW, WASHINGTON DC, 20009","1735 HARVARD ST NW"," WASHINGTON DC"," 20009",38.927482,-77.040953,1,rooftop,"1735 Harvard St NW",,"Washington, DC 20009",1735,"Harvard St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1718 15TH ST NW, WASHINGTON DC, 20009","1718 15TH ST NW"," WASHINGTON DC"," 20009",38.913261,-77.034842,1,rooftop,"1718 15th St NW",,"Washington, DC 20009",1718,"15th St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1231 C ST NE, WASHINGTON DC, 20002","1231 C ST NE"," WASHINGTON DC"," 20002",38.89341,-76.989129,1,rooftop,"1231 C St NE",,"Washington, DC 20002",1231,"C St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"3214 SHERMAN AVE NW, WASHINGTON DC, 20010","3214 SHERMAN AVE NW"," WASHINGTON DC"," 20010",38.930211,-77.026698,1,rooftop,"3214 Sherman Ave NW",,"Washington, DC 20010",3214,"Sherman Ave NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"1402 DELAFIELD PL NW, WASHINGTON DC, 20011","1402 DELAFIELD PL NW"," WASHINGTON DC"," 20011",38.948814,-77.033403,1,rooftop,"1402 Delafield Pl NW",,"Washington, DC 20011",1402,"Delafield Pl NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"1504 MONROE ST NW, WASHINGTON DC, 20010","1504 MONROE ST NW"," WASHINGTON DC"," 20010",38.931795,-77.034856,1,rooftop,"1504 Monroe St NW",,"Washington, DC 20010",1504,"Monroe St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"617 6TH ST NE, WASHINGTON DC, 20002","617 6TH ST NE"," WASHINGTON DC"," 20002",38.897903,-76.998204,1,rooftop,"617 6th St NE",,"Washington, DC 20002",617,"6th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1239 E ST NE, WASHINGTON DC, 20002","1239 E ST NE"," WASHINGTON DC"," 20002",38.895924,-76.988733,1,rooftop,"1239 E St NE",,"Washington, DC 20002",1239,"E St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"3501 13TH ST NW, WASHINGTON DC, 20010","3501 13TH ST NW"," WASHINGTON DC"," 20010",38.932641,-77.029452,1,rooftop,"3501 13th St NW",,"Washington, DC 20010",3501,"13th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"1541 33RD ST NW, WASHINGTON DC, 20007","1541 33RD ST NW"," WASHINGTON DC"," 20007",38.909989,-77.065925,1,rooftop,"1541 33rd St NW",,"Washington, DC 20007",1541,"33rd St NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"1227 EUCLID ST NW, WASHINGTON DC, 20009","1227 EUCLID ST NW"," WASHINGTON DC"," 20009",38.923998,-77.028948,1,rooftop,"1227 Euclid St NW",,"Washington, DC 20009",1227,"Euclid St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"4321 FESSENDEN ST NW, WASHINGTON DC, 20016","4321 FESSENDEN ST NW"," WASHINGTON DC"," 20016",38.955228,-77.085082,1,rooftop,"4321 Fessenden St NW",,"Washington, DC 20016",4321,"Fessenden St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"3362 18TH ST NW, WASHINGTON DC, 20010","3362 18TH ST NW"," WASHINGTON DC"," 20010",38.933927,-77.041547,1,rooftop,"3362 18th St NW",,"Washington, DC 20010",3362,"18th St NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"1510 MASSACHUSETTS AVE SE, WASHINGTON DC, 20003","1510 MASSACHUSETTS AVE SE"," WASHINGTON DC"," 20003",38.887218,-76.983172,1,rooftop,"1510 Massachusetts Ave SE",,"Washington, DC 20003",1510,"Massachusetts Ave SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"5110 41ST ST NW, WASHINGTON DC, 20016","5110 41ST ST NW"," WASHINGTON DC"," 20016",38.956477,-77.080556,1,rooftop,"5110 41st St NW",,"Washington, DC 20016",5110,"41st St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1524 NEAL ST NE, WASHINGTON DC, 20002","1524 NEAL ST NE"," WASHINGTON DC"," 20002",38.902228,-76.982967,1,rooftop,"1524 Neal St NE",,"Washington, DC 20002",1524,"Neal St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"3624 13TH ST NE, WASHINGTON DC, 20017","3624 13TH ST NE"," WASHINGTON DC"," 20017",38.934178,-76.989075,1,rooftop,"3624 13th St NE",,"Washington, DC 20017",3624,"13th St NE",,,Washington,DC,"District of Columbia",20017,US,"Statewide (City of Washington)"
"5022 CATHEDRAL AVE NW, WASHINGTON DC, 20016","5022 CATHEDRAL AVE NW"," WASHINGTON DC"," 20016",38.930065,-77.102291,1,rooftop,"5022 Cathedral Ave NW",,"Washington, DC 20016",5022,"Cathedral Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"2831 29TH ST NW, WASHINGTON DC, 20008","2831 29TH ST NW"," WASHINGTON DC"," 20008",38.927051,-77.057286,1,rooftop,"2831 29th St NW",,"Washington, DC 20008",2831,"29th St NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"3925 MORRISON ST NW, WASHINGTON DC, 20018","3925 MORRISON ST NW"," WASHINGTON DC"," 20018",38.964238,-77.078699,0.99,rooftop,"3925 Morrison St NW",,"Washington, DC 20015",3925,"Morrison St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"4400 MASSACHUSETTS AVE NW, WASHINGTON DC, 20016","4400 MASSACHUSETTS AVE NW"," WASHINGTON DC"," 20016",38.939089,-77.088417,1,rooftop,"4400 Massachusetts Ave NW",,"Washington, DC 20016",4400,"Massachusetts Ave NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1440 Q ST NW, WASHINGTON DC, 20009","1440 Q ST NW"," WASHINGTON DC"," 20009",38.910947,-77.03367,1,rooftop,"1440 Q St NW",,"Washington, DC 20009",1440,"Q St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1436 U ST NW, WASHINGTON DC, 20009","1436 U ST NW"," WASHINGTON DC"," 20009",38.916474,-77.033585,1,rooftop,"1436 U St NW",,"Washington, DC 20009",1436,"U St NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"1112 RHODE ISLAND AVE NW, WASHINGTON DC, 20005","1112 RHODE ISLAND AVE NW"," WASHINGTON DC"," 20005",38.910076,-77.027603,1,rooftop,"1112 Rhode Island Ave NW",,"Washington, DC 20005",1112,"Rhode Island Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"3728 VAN NESS ST NW, WASHINGTON DC, 20016","3728 VAN NESS ST NW"," WASHINGTON DC"," 20016",38.942951,-77.073759,1,rooftop,"3728 Van Ness St NW",,"Washington, DC 20016",3728,"Van Ness St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"1330 VERMONT AVE NW, WASHINGTON DC, 20005","1330 VERMONT AVE NW"," WASHINGTON DC"," 20005",38.908567,-77.030647,1,rooftop,"1330 Vermont Ave NW",,"Washington, DC 20005",1330,"Vermont Ave NW",,,Washington,DC,"District of Columbia",20005,US,"Statewide (City of Washington)"
"2010 KLINGLE RD NW, WASHINGTON DC, 20010","2010 KLINGLE RD NW"," WASHINGTON DC"," 20010",38.93277,-77.045934,1,rooftop,"2010 Klingle Rd NW",,"Washington, DC 20010",2010,"Klingle Rd NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"109 4TH ST NE, WASHINGTON DC, 20002","109 4TH ST NE"," WASHINGTON DC"," 20002",38.891294,-77.000336,1,rooftop,"109 4th St NE",,"Washington, DC 20002",109,"4th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"514 A ST SE, WASHINGTON DC, 20003","514 A ST SE"," WASHINGTON DC"," 20003",38.888959,-76.998789,1,rooftop,"514 A St SE",,"Washington, DC 20003",514,"A St SE",,,Washington,DC,"District of Columbia",20003,US,"Statewide (City of Washington)"
"2739 UNICORN LN NW, WASHINGTON DC, 20015","2739 UNICORN LN NW"," WASHINGTON DC"," 20015",38.974601,-77.054121,1,rooftop,"2739 Unicorn Ln NW",,"Washington, DC 20015",2739,"Unicorn Ln NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"313 10TH ST NE, WASHINGTON DC, 20002","313 10TH ST NE"," WASHINGTON DC"," 20002",38.894025,-76.9924,1,rooftop,"313 10th St NE",,"Washington, DC 20002",313,"10th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"4854 RESERVOIR RD NW, WASHINGTON DC, 20007","4854 RESERVOIR RD NW"," WASHINGTON DC"," 20007",38.916095,-77.096982,1,rooftop,"4854 Reservoir Rd NW",,"Washington, DC 20007",4854,"Reservoir Rd NW",,,Washington,DC,"District of Columbia",20007,US,"Statewide (City of Washington)"
"1609 KALMIA RD NW, WASHINGTON DC, 20012","1609 KALMIA RD NW"," WASHINGTON DC"," 20012",38.986191,-77.037461,1,rooftop,"1609 Kalmia Rd NW",,"Washington, DC 20012",1609,"Kalmia Rd NW",,,Washington,DC,"District of Columbia",20012,US,"Statewide (City of Washington)"
"825 KENNEDY ST NE, WASHINGTON DC, 20011","825 KENNEDY ST NE"," WASHINGTON DC"," 20011",38.957083,-76.992721,1,rooftop,"825 Kennedy St NE",,"Washington, DC 20011",825,"Kennedy St NE",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"3835 LIVINGSTON ST NW, WASHINGTON DC, 20015","3835 LIVINGSTON ST NW"," WASHINGTON DC"," 20015",38.96329,-77.076229,1,rooftop,"3835 Livingston St NW",,"Washington, DC 20015",3835,"Livingston St NW",,,Washington,DC,"District of Columbia",20015,US,"Statewide (City of Washington)"
"4918 SHERIER PL NW, WASHINGTON DC, 20016","4918 SHERIER PL NW"," WASHINGTON DC"," 20016",38.921911,-77.101062,1,rooftop,"4918 Sherier Pl NW",,"Washington, DC 20016",4918,"Sherier Pl NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"5208 13TH ST NW, WASHINGTON DC, 20011","5208 13TH ST NW"," WASHINGTON DC"," 20011",38.953565,-77.029975,1,rooftop,"5208 13th St NW",,"Washington, DC 20011",5208,"13th St NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
"115 4TH ST NE, WASHINGTON DC, 20002","115 4TH ST NE"," WASHINGTON DC"," 20002",38.891446,-77.000338,1,rooftop,"115 4th St NE",,"Washington, DC 20002",115,"4th St NE",,,Washington,DC,"District of Columbia",20002,US,"Statewide (City of Washington)"
"1924 BELMONT RD NW, WASHINGTON DC, 20009","1924 BELMONT RD NW"," WASHINGTON DC"," 20009",38.920391,-77.046471,1,rooftop,"1924 Belmont Rd NW",,"Washington, DC 20009",1924,"Belmont Rd NW",,,Washington,DC,"District of Columbia",20009,US,"Statewide (City of Washington)"
"3809 VAN NESS ST NW, WASHINGTON DC, 20016","3809 VAN NESS ST NW"," WASHINGTON DC"," 20016",38.943378,-77.075649,1,rooftop,"3809 Van Ness St NW",,"Washington, DC 20016",3809,"Van Ness St NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"2810 29TH ST NW, WASHINGTON DC, 20008","2810 29TH ST NW"," WASHINGTON DC"," 20008",38.926832,-77.057939,1,rooftop,"2810 29th St NW",,"Washington, DC 20008",2810,"29th St NW",,,Washington,DC,"District of Columbia",20008,US,"Statewide (City of Washington)"
"319 N ST SW 00089, WASHINGTON DC, 20024","319 N ST SW 00089"," WASHINGTON DC"," 20024",38.875133,-77.016074,1,rooftop,"319 N St SW",,"Washington, DC 20024",319,"N St SW",,,Washington,DC,"District of Columbia",20024,US,"Statewide (City of Washington)"
"3717 WINDOM PL NW, WASHINGTON DC, 20016","3717 WINDOM PL NW"," WASHINGTON DC"," 20016",38.945728,-77.073531,1,rooftop,"3717 Windom Pl NW",,"Washington, DC 20016",3717,"Windom Pl NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"3514 OVERLOOK LN NW, WASHINGTON DC, 20016","3514 OVERLOOK LN NW"," WASHINGTON DC"," 20016",38.936846,-77.103785,1,rooftop,"3514 Overlook Ln NW",,"Washington, DC 20016",3514,"Overlook Ln NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"3304 20TH ST NE, WASHINGTON DC, 20018","3304 20TH ST NE"," WASHINGTON DC"," 20018",38.93157,-76.976466,1,rooftop,"3304 20th St NE",,"Washington, DC 20018",3304,"20th St NE",,,Washington,DC,"District of Columbia",20018,US,"Statewide (City of Washington)"
"5030 LOUGHBORO RD NW, WASHINGTON DC, 20018","5030 LOUGHBORO RD NW"," WASHINGTON DC"," 20018",38.935233,-77.101851,0.99,rooftop,"5030 Loughboro Rd NW",,"Washington, DC 20016",5030,"Loughboro Rd NW",,,Washington,DC,"District of Columbia",20016,US,"Statewide (City of Washington)"
"2015 KLINGLE RD NW, WASHINGTON DC, 20010","2015 KLINGLE RD NW"," WASHINGTON DC"," 20010",38.933114,-77.046213,1,rooftop,"2015 Klingle Rd NW",,"Washington, DC 20010",2015,"Klingle Rd NW",,,Washington,DC,"District of Columbia",20010,US,"Statewide (City of Washington)"
"4114 NEW HAMPSHIRE AVE NW, WASHINGTON DC, 20011","4114 NEW HAMPSHIRE AVE NW"," WASHINGTON DC"," 20011",38.941404,-77.020874,1,rooftop,"4114 New Hampshire Ave NW",,"Washington, DC 20011",4114,"New Hampshire Ave NW",,,Washington,DC,"District of Columbia",20011,US,"Statewide (City of Washington)"
