"year","ISSUE_DATE","PERMIT_SUBTYPE_NAME","DESC_OF_WORK","FULL_ADDRESS","street","zip"
2010,"2010/08/30 04:00:00+00","ALTERATION AND REPAIR","Installation of solar panels on roof of the existing sfd..","617 6TH ST NE, WASHINGTON, DC 20002","617 6TH ST NE","20002"
2010,"2010/02/22 05:00:00+00","ALTERATION AND REPAIR","INSTALL 14 SOLAR PANELS ON ROOF OF EXISTING SINGLE FAMILY DWELLING 14 PANELS @ 39"" X 58.25""","1239 E ST NE, WASHINGTON, DC 20002","1239 E ST NE","20002"
2010,"2010/07/15 04:00:00+00","ALTERATION AND REPAIR","ADDITION OF 32 SOLAR WATER HEATING PANELS TO ROOF OF 5 STORY  BUILDING INCLUDING BASEMENT/LOWER LEVEL AND TWO SOLAR HOT WATER  STORAGE  TANKS TO BASEMENT ADJACMENT TO EXISTINING WATER HEATERS.","3501 13TH ST NW, WASHINGTON, DC 20010","3501 13TH ST NW","20010"
2010,"2010/09/23 04:00:00+00","ALTERATION AND REPAIR","INSTALL A 3.22 KW SOLAR PV SYSTEM ON ROOF.","1541 33RD ST NW, WASHINGTON, DC 20007","1541 33RD ST NW","20007"
2010,"2010/09/27 04:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF (6) LVL BEAMS TO SUPPORT ADDITION OF METAL SEAM ROOF AND SOLAR PANELS.  SOLAR PANEL SYSTEM TO INCLUDE (24) SUNTECH PANELS ENPHASE MICRO-INVESTORS.  ADDDITIONAL ATTIC STRUCTURE SUPPORT AS SHOWN.","1227 EUCLID ST NW, WASHINGTON, DC 20009","1227 EUCLID ST NW","20009"
2010,"2010/10/08 04:00:00+00","ALTERATION AND REPAIR","A ROOF MOUNTED, UTILITY INTERACTIVE SOLAR PV ARRAY RATED RATED AT 4.5 KW DC, CONSISTING OF (25) SUNTECH 180 WATTS PANELS WITH (25) ENPHASE M190 MICRO-INVECTORS, AND ALL NECESSARY RACKING AND HARDWARE.","4321 FESSENDEN ST NW, WASHINGTON, DC 20016","4321 FESSENDEN ST NW","20016"
2010,"2010/10/08 04:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON HOUSE ROOF.  22 SUNPOWER 225 WATTS PANELS AND 22 ENPHASE MICRO-INVERTORS. PANELS WILL BE ABOUT 18"" FROM ROOF LINE.","3362 18TH ST NW, WASHINGTON, DC 20010","3362 18TH ST NW","20010"
2010,"2010/09/27 04:00:00+00","ALTERATION AND REPAIR","TWO NEW PHOTOVOLTAIC ARRAYS TO BE ROOF MOUNTED.  FULLY MOUNTED HEIGHT SHALL NOT ESCEED 4FT ABOVE THE ROOF/PARAPET.  SCOPE OF WORK SHALL INCLUDE THE FOLLOWING:  (INSTALLATION OF 16 MAGE POWER TEC 230/6PJ 16 EMPHRASE ENERGY M190-72-240-SXX INVERTERS)","1510 MASSACHUSETTS AVE SE, WASHINGTON, DC 20003","1510 MASSACHUSETTS AVE SE","20003"
2010,"2010/10/08 04:00:00+00","ALTERATION AND REPAIR","INSTALLING SOLAR PANELS ON ROOF.
59 SUNTECH 180W PANELS W/ ENPHASE MICRO INVERTERS GRID TIED UTILITY INTERACTIVE.","5110 41ST ST NW, WASHINGTON, DC 20016","5110 41ST ST NW","20016"
2010,"2010/12/13 05:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF 3375 KW PHOTOVOLTAIC SOLAR ARRAY COMPRISED OF (22) SUNPOWER 225 WATT PANELS AND (22) EARPHASE NO10 MICRO INVERTERS .SYSTEM TO BE GRID-TIED AND UTILITY INTERITIVE.","1524 NEAL ST NE, WASHINGTON, DC 20002","1524 NEAL ST NE","20002"
2010,"2010/10/19 04:00:00+00","ALTERATION AND REPAIR","Install 17 solar electric panels flush on roof of existing SFD.","3624 13TH ST NE, WASHINGTON, DC 20017","3624 13TH ST NE","20017"
2010,"2010/10/19 04:00:00+00","ALTERATION AND REPAIR","Install 9 solar electric panels flush on roof of existing SFD.","5022 CATHEDRAL AVE NW, WASHINGTON, DC 20016","5022 CATHEDRAL AVE NW","20016"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","INSTALL (19) SOLAR PANELS FLUSH ON ROOF OF EXISTING S.F.H","2831 29TH ST NW, WASHINGTON, DC 20008","2831 29TH ST NW","20008"
2010,"2010/02/02 05:00:00+00","ALTERATION AND REPAIR","Install 18 solar panels on roof of SFD as per code. Height not to exceed 4'.","3925 MORRISON ST NW, WASHINGTON, DC 20018","3925 MORRISON ST NW","20018"
2010,"2010/02/23 05:00:00+00","ALTERATION AND REPAIR","MOUNT SOLAR HOT WATER COLLECTORS ON MAIN ROOF (1) AND PENTHOUSE (4) MOUNT SOLAR SIDING ON PENTHOUSE EAST AND SOUTH FACING WALLS.","4400 MASSACHUSETTS AVE NW, WASHINGTON, DC 20016","4400 MASSACHUSETTS AVE NW","20016"
2010,"2010/10/08 04:00:00+00","ALTERATION AND REPAIR","INSTALL (27) SANYO HIP215BA3 AND (6) SANYO 195DA3 SOLAR PV PANELS ON ROOF, TOTAL OF 935) SOLAR PANELS-6.975 KW DC SOLAR ELECTRIC POWER.  Not to be visible from public ROW.","1440 Q ST NW, WASHINGTON, DC 20009","1440 Q ST NW","20009"
2010,"2010/10/08 04:00:00+00","ALTERATION AND REPAIR","INSTALL (22) SHARP NU-4235F1 PV PANELS AND (24) SANYO HP 215BA3 SOLAR PV PANELS ON ROOF, TOTAL OF 46) SOLAR PANELS-10.33 KW DC SOLAR ELECTRIC POWER.  Panels shall not be visible from U Street.","1436 U ST NW, WASHINGTON, DC 20009","1436 U ST NW","20009"
2010,"2010/12/01 05:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON THE ROOF.","1112 RHODE ISLAND AVE NW, WASHINGTON, DC 20005","1112 RHODE ISLAND AVE NW","20005"
2010,"2010/11/22 05:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON ROOF.","3728 VAN NESS ST NW, WASHINGTON, DC 20016","3728 VAN NESS ST NW","20016"
2010,"2010/01/12 05:00:00+00","ALTERATION AND REPAIR","4.5 KW SOLAR PHOTOVALTARIC (PHOTOVOL TAIC) SYSTEM INSTALLATION.","1330 VERMONT AVE NW, WASHINGTON, DC 20005","1330 VERMONT AVE NW","20005"
2010,"2010/10/22 04:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON ROOF","2010 KLINGLE RD NW, WASHINGTON, DC 20010","2010 KLINGLE RD NW","20010"
2010,"2010/12/06 05:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF 4.625 KW PV SOLAR ARRAY COMPRISED OF (25) SUNTECH 180 WATT PANELS AND (25) MICRO-INVERTERS","109 4TH ST NE, WASHINGTON, DC 20002","109 4TH ST NE","20002"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","A ROOF MOUNTED UTILITY ACTIVE SOLAR PANEL ARRAY /SYSTEM RATED AT 5.13 KW DC, CONSISTING OF (27) SUNTECH 190W PANELS WITH (27) ENPHASE MICRO-INVERTORS , ALL NECESSARY RACKING AND HARDWARE.","514 A ST SE, WASHINGTON, DC 20003","514 A ST SE","20003"
2010,"2010/10/22 04:00:00+00","ALTERATION AND REPAIR","INSTALL  SOLAR PANELS ON HOUSE ROOF 11.285 KW PV SOLAR ARRAY COMPRISED OF (61) 185 WATT SOLAR PANELS AND (61) ENPHAX MICROVERTERES.","2739 UNICORN LN NW, WASHINGTON, DC 20015","2739 UNICORN LN NW","20015"
2010,"2010/04/22 04:00:00+00","ALTERATION AND REPAIR","INSTALL 17 175W SOLAR PANELS ON THE CUSTOMER'S SFD ROW STRUCTURE ROOF.","313 10TH ST NE, WASHINGTON, DC 20002","313 10TH ST NE","20002"
2010,"2010/04/22 04:00:00+00","ALTERATION AND REPAIR","INSTALL 40 180W SUNTECH SOLAR PANELS ON THE EXISTING SFD STRUCTURE'S ROOF.","4854 RESERVOIR RD NW, WASHINGTON, DC 20007","4854 RESERVOIR RD NW","20007"
2010,"2010/10/22 04:00:00+00","ALTERATION AND REPAIR","INSTALL 50 ROOF MOUNTED SOLAR PANELS FLAT TO EXISTING ROOF","1609 KALMIA RD NW, WASHINGTON, DC 20012","1609 KALMIA RD NW","20012"
2010,"2010/10/22 04:00:00+00","ALTERATION AND REPAIR","ADD 14 ROOF MOUNTED SOLAR PANELS FLAT TO EXISTING ROOF","825 KENNEDY ST NE, WASHINGTON, DC 20011","825 KENNEDY ST NE","20011"
2010,"2010/03/16 04:00:00+00","ALTERATION AND REPAIR","Install 12 solar electric panels flush on roof of SFD as per code.","3835 LIVINGSTON ST NW, WASHINGTON, DC 20015","3835 LIVINGSTON ST NW","20015"
2010,"2010/10/29 04:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF SOLAR PANELS ON ROOF 53 SUNTECH 180W PANELS W/53ENPHASE MICROCONVERTERS GRID-TIED, UTILITY INTERACTIVE","4918 SHERIER PL NW, WASHINGTON, DC 20016","4918 SHERIER PL NW","20016"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","Install 25 solar electric panels flush on roof of existing SFH as part of a 5.6kW solar electric system.","5208 13TH ST NW, WASHINGTON, DC 20011","5208 13TH ST NW","20011"
2010,"2010/12/14 05:00:00+00","ALTERATION AND REPAIR","INSTALL (16) SOLAR ELECTRIC PANELS ON ROOF OF EXISTING SFH. MINIMUM SETBACK OF 
5'-9"" FROM FRONT ROOFLINE. MAXIMUM FRONT ARRAY HEIGHT OF 1'-9"" FROM ROOF MEMBRANE TO TOP OF PANEL.","115 4TH ST NE, WASHINGTON, DC 20002","115 4TH ST NE","20002"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","INSTALL 11 SOLAR ELECTRIC PANELS ON ROOF OF EXISTING SFH","1924 BELMONT RD NW, WASHINGTON, DC 20009","1924 BELMONT RD NW","20009"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","Install 18 solar electric panels on roof of existing SFH.","3809 VAN NESS ST NW, WASHINGTON, DC 20016","3809 VAN NESS ST NW","20016"
2010,"2010/11/30 05:00:00+00","ALTERATION AND REPAIR","INSTALL 17 SOLAR PANELS ON ROOF OF EXISTING SFH","2810 29TH ST NW, WASHINGTON, DC 20008","2810 29TH ST NW","20008"
2010,"2010/05/04 04:00:00+00","ALTERATION AND REPAIR","SOLAR PANEL FLUSH MOUNTED TO EXISTING ROOF ONLY","319 N ST SW 00089, WASHINGTON, DC 20024","319 N ST SW 00089","20024"
2010,"2010/04/30 04:00:00+00","ALTERATION AND REPAIR","Install 9 solar panels flush on roof of SFD.","3717 WINDOM PL NW, WASHINGTON, DC 20016","3717 WINDOM PL NW","20016"
2010,"2010/04/02 04:00:00+00","ALTERATION AND REPAIR","Install 28 solar electric panels flush on roof of SFD.","3514 OVERLOOK LN NW, WASHINGTON, DC 20016","3514 OVERLOOK LN NW","20016"
2010,"2010/11/02 04:00:00+00","ALTERATION AND REPAIR","Install 20 solar electric panels flush on roof of the existing SFH. AS PART OF A 4.5KW SOLAR ELECTRIC SYSTEM","3304 20TH ST NE, WASHINGTON, DC 20018","3304 20TH ST NE","20018"
2010,"2010/11/02 04:00:00+00","ALTERATION AND REPAIR","Install 18 solar panels flush on roof of the existing SFH.AS A PART OF 3.8KW SOLAR ELECTRIC SYSTEM","5030 LOUGHBORO RD NW, WASHINGTON, DC 20018","5030 LOUGHBORO RD NW","20018"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","INSTALL (22) SOLAR ELECTRIC PANELS ON ROOF OF EXISTING SFH","2015 KLINGLE RD NW, WASHINGTON, DC 20010","2015 KLINGLE RD NW","20010"
2010,"2010/07/13 04:00:00+00","ALTERATION AND REPAIR","INSTALL FLUSH MOUNTED SOLAR PV SYSTEM ON ROOF.","4114 NEW HAMPSHIRE AVE NW, WASHINGTON, DC 20011","4114 NEW HAMPSHIRE AVE NW","20011"
2010,"2010/11/15 05:00:00+00","ALTERATION AND REPAIR","INSTALL 14, 3.136 KW SOLAR PV SYSTEM ON ROOF","4525 BLAGDEN AVE NW, WASHINGTON, DC 20011","4525 BLAGDEN AVE NW","20011"
2010,"2010/11/15 05:00:00+00","ALTERATION AND REPAIR","INSTALL 14, 2.99 KW SOLAR PV SYSTEM","138 NORTH CAROLINA AVE SE, WASHINGTON, DC 20003","138 NORTH CAROLINA AVE SE","20003"
2010,"2010/12/06 05:00:00+00","ALTERATION AND REPAIR","a roof mount solar pv system containing the following options: 14 panels, schott, poly, poly 220, 3,080 w, 14 micro inverters, solar edge, se3300aob","2706 SOUTH DAKOTA AVE NE, WASHINGTON, DC 20018","2706 SOUTH DAKOTA AVE NE","20018"
2010,"2010/06/30 04:00:00+00","ALTERATION AND REPAIR","INSTALL 3.4KW BALLAST MOUNTED, GRID. CONNECTED SOLAR ELECTRIC SYSTEM ON FLAT ROOF OF THE EXISTING 3-FLOOR & CELLAR SFD STRUCTURE..","416 K ST SE, WASHINGTON, DC 20003","416 K ST SE","20003"
2010,"2010/07/20 04:00:00+00","ALTERATION AND REPAIR","A ROOF-MOUNTED UTILITY -INTERACTIVE SOLAR  ARRAY/SYSTEM WHICH SHALL NOT BE VISIBLE FROM V ST NW RIGHT-OF-WAY. RATED AT 4.14KW D C CONSISTING OF (23) SUNTECH 180 WATTS PANELS WITH (23) EMPHASE MPO MICRO-INVERTERS,  RACKING AND HARDWARE.","1617 V ST NW, WASHINGTON, DC 20009","1617 V ST NW","20009"
2010,"2010/05/19 04:00:00+00","ALTERATION AND REPAIR","INSTALL (14) SOLAR ELECTRIC PANELS ON ROOF OF SFD. WILL NOT BE VISIBLE FROM IRVING STREET.","1814 IRVING ST NW, WASHINGTON, DC 20010","1814 IRVING ST NW","20010"
2010,"2010/05/19 04:00:00+00","ALTERATION AND REPAIR","Install 10 solar electric panels flush on roof of SFH.","3504 CENTER ST NW, WASHINGTON, DC 20018","3504 CENTER ST NW","20018"
2010,"2010/11/22 05:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON ROOF- 35 PANELS","4812 45TH ST NW, WASHINGTON, DC 20016","4812 45TH ST NW","20016"
2010,"2010/11/16 05:00:00+00","ALTERATION AND REPAIR","Install 14 solar panels flush on roof of existing SFD.","3105 13TH ST NE, WASHINGTON, DC 20017","3105 13TH ST NE","20017"
2010,"2010/12/03 05:00:00+00","ALTERATION AND REPAIR","INSTALL 18, 4.032 KW INSTALL ON ROOF (SOLAR PV) AND ASSOCIATED ROOF WORK","318 SHEPHERD ST NW, WASHINGTON, DC 20011","318 SHEPHERD ST NW","20011"
2010,"2010/12/01 05:00:00+00","ALTERATION AND REPAIR","A ROOF-MOUNTED SOLAR ENERGY ARRAY RATED AT 4.95 KW DC CONSISTING OF (22) SWATT PANELS WITH (22) MICR-INVERTORS, ALONG WITH MOUTING RAILING HARDWARE AND ELECT SUB-PANEL WITH DIS-CONNECT BREAKERS","2209 38TH ST NW, WASHINGTON, DC 20007","2209 38TH ST NW","20007"
2010,"2010/11/30 05:00:00+00","ALTERATION AND REPAIR","Install like kind roofing and integrated photovotal solar panel (12)..","2813 28TH ST NW, WASHINGTON, DC 20008","2813 28TH ST NW","20008"
2010,"2010/12/20 05:00:00+00","ALTERATION AND REPAIR","14 SOLAR PANELS MOUNTED FLAT ON ROOFTOP.","1937 12TH ST NW, WASHINGTON, DC 20009","1937 12TH ST NW","20009"
2010,"2010/12/20 05:00:00+00","ALTERATION AND REPAIR","INSTALL 14 ROOF MOUNTED SOLAR PANELS FLAT TO EXISTING ROOF","1935 12TH ST NW, WASHINGTON, DC 20009","1935 12TH ST NW","20009"
2010,"2010/12/15 05:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF A NEW PV SOLAR ARRAY ON THE EXISTING SFD'S ROOF 21 SUNPOWER 225W PANELS W/ 21 ENPHASE MICROINVERTERS SYSTEM TO BE GRID-TIED AND UTILITY INTERACTIVE","620 D ST SE, WASHINGTON, DC 20003","620 D ST SE","20003"
2010,"2010/12/13 05:00:00+00","ALTERATION AND REPAIR","installation of pv solar array, 7.585kw.
comprised of 41 suntech 185w solar panels/w 41 emphase microinverters to be grid tied and utility intoractive.","4108 INGOMAR ST NW, WASHINGTON, DC 20015","4108 INGOMAR ST NW","20015"
2010,"2010/04/29 04:00:00+00","ALTERATION AND REPAIR","INSTALL NEW SOLAR PANELS ON THE EXISTING HOUSE'S ROOF.","6143 UTAH AVE NW, WASHINGTON, DC 20015","6143 UTAH AVE NW","20015"
2010,"2010/05/11 04:00:00+00","ALTERATION AND REPAIR","GRID-TIED 4.025 KW PV SOLAR ARRAY COMPRISED OF 23 SUNTECH 175 WATTS PANELS AND 23 ENPHASE M190 MICRO-INVERTERS. SYSTEM TO BE ROOF-MOUNTED AND INSTALLED BY ASTRUM SOLAR, INC. ON THE EXISTING ROOF TOP OF THE 3-FLOOR SFD.","3756 MCKINLEY ST NW, WASHINGTON, DC 20015","3756 MCKINLEY ST NW","20015"
2010,"2010/12/14 05:00:00+00","ALTERATION AND REPAIR","MOUNT TWENTY FOUR (24) SCHOTT POLY 225 SOLAR PV PANELS ON ROOF.","3600 ALABAMA AVE SE, WASHINGTON, DC 20020","3600 ALABAMA AVE SE","20020"
2010,"2010/05/26 04:00:00+00","ALTERATION AND REPAIR","Install 14 solar electric panels on roof of SFH.","4221 BRANDYWINE ST NW, WASHINGTON, DC 20016","4221 BRANDYWINE ST NW","20016"
2010,"2010/06/01 04:00:00+00","ALTERATION AND REPAIR","7.2 KW PHOTOVOLTAIC SOLAR ARRAY TO BE  COMPRISED OF  (40) SUNTECH 180 WATT PANELS AND (40) EMPHASE M190-72-240-512 MICRO INVERTERS> SYSTEM TO BE GRID-TIED AND UTILITY INTERACTIVER","2711 SOUTH DAKOTA AVE NE, WASHINGTON, DC 20018","2711 SOUTH DAKOTA AVE NE","20018"
2010,"2010/06/01 04:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON ROOF.","3109 WISCONSIN AVE NW, WASHINGTON, DC 20016","3109 WISCONSIN AVE NW","20016"
2010,"2010/12/01 05:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF (18) 4.14KW PV SOLAR ARRAY TO BE ROOF MOUNTED AND GRID TIED","6144 UTAH AVE NW, WASHINGTON, DC 20015","6144 UTAH AVE NW","20015"
2010,"2010/12/20 05:00:00+00","ALTERATION AND REPAIR","INSTALL 18 ROOF MOUNTED SOLAR PANELS FLAT WITH 1' HIGH TO THE EXISTING SFD 'S ROOF.","1834 KALORAMA RD NW, WASHINGTON, DC 20009","1834 KALORAMA RD NW","20009"
2010,"2010/03/30 04:00:00+00","ALTERATION AND REPAIR","INSTALL A 4.4 KW SOLAR SYSTEM @ THIS ADDRESS.
SOLAR PANELS SHALL NOT BE VISIBLE FROM THE STREET. CONDUIT WILL BE AT THE REAR OF PROPERTY.","910 EAST CAPITOL ST NE, WASHINGTON, DC 20003","910 EAST CAPITOL ST NE","20003"
2010,"2010/09/23 04:00:00+00","ALTERATION AND REPAIR","MOUNT FIFTEEN (15) SOLAR PANELS ON ROOF OF THE EXISTING SFD.
CONDUIT SHALL BE AT REAR OF PROPERTY. SOLAR PANELS SHALL NOT BE VISIBLE FROM A ST NE.","225 A ST NE, WASHINGTON, DC 20002","225 A ST NE","20002"
2010,"2010/07/29 04:00:00+00","ALTERATION AND REPAIR","ROOF TOP INSTALLATION OF SOLAR MODULES.
CONDUIT SHALL BE AT REAR OF PROPERTY. MODULES SHALL NOT BE VISIBLE FROM THE PUBLIC STREET. MODULES SHALL BE FLUSH MOUNTED TO THE ROOF","619 CONSTITUTION AVE NE, WASHINGTON, DC 20002","619 CONSTITUTION AVE NE","20002"
2010,"2010/07/29 04:00:00+00","ALTERATION AND REPAIR","ROOF TOP SOLAR MODULE INSTALLATION.
CONDUIT SHALL BE AT REAR OF PROPERTY. MODULE SHALL NOT BE VISIBLE FROM THE PUBLIC STREET.ROOF TOP INSTALLATION OF SOLAR MODULES.
 MODULES SHALL BE FLUSH MOUNTED TO THE ROOF","1007 D ST NE, WASHINGTON, DC 20002","1007 D ST NE","20002"
2010,"2010/07/29 04:00:00+00","ALTERATION AND REPAIR","ROOF TOP INSTALLATION OF SOLAR MODULES.
CONDUIT SHALL BE AT REAR OF PROPERTY. MODULES SHALL NOT BE VISIBLE FROM THE PUBLIC STREET. MODULES SHALL BE FLUSH MOUNTED TO THE ROOF","4748 W ST NW, WASHINGTON, DC 20007","4748 W ST NW","20007"
2010,"2010/12/28 05:00:00+00","ALTERATION AND REPAIR","INSTALL 17 PHOTOVOLTAIC SOLAR PANELS ON ROOF TOP TO PROVIDE 3.9KW.","4436 KLINGLE ST NW, WASHINGTON, DC 20016","4436 KLINGLE ST NW","20016"
2010,"2010/12/23 05:00:00+00","ALTERATION AND REPAIR","SOLAR PANEL INSTALLATION ON ROOF   21 PANELS 4.83KW","5831 SHERIER PL NW, WASHINGTON, DC 20016","5831 SHERIER PL NW","20016"
2010,"2010/12/23 05:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF ROOF TOP SOLAR ARRAY","621 TEWKESBURY PL NW, WASHINGTON, DC 20012","621 TEWKESBURY PL NW","20012"
2010,"2010/07/06 04:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF SOLAR SYSTEM (PV) TO PROVIDE 3.6KW. SHALL NOT BE VISIBLE FROM EAST CAPITOL STREET RIGHT OF WAY.","1337 EAST CAPITOL ST SE, WASHINGTON, DC 20003","1337 EAST CAPITOL ST SE","20003"
2010,"2010/03/10 05:00:00+00","ALTERATION AND REPAIR","Installing thin film solar laminate on top of flat roof","402 F ST NE, WASHINGTON, DC 20002","402 F ST NE","20002"
2010,"2010/11/22 05:00:00+00","ALTERATION AND REPAIR","TO INSTALL 24 PV SOLAR PANELS TO PROVIDE 5.5 KW","411 1/2 5TH ST NE, WASHINGTON, DC 20002","411 1/2 5TH ST NE","20002"
2010,"2010/11/22 05:00:00+00","ALTERATION AND REPAIR","TO INSTALL 24 PV SOLAR PANELS TO PROVIDE 5.5 KW","413 5TH ST NE, WASHINGTON, DC 20002","413 5TH ST NE","20002"
2010,"2010/11/22 05:00:00+00","ALTERATION AND REPAIR","INSTALL 4KW ROOFTOP SOLAR SYSTEM, NO PART OF WHICH SHALL BE VISIBLE FROM PARK ST NW.","1724 PARK RD NW, WASHINGTON, DC 20010","1724 PARK RD NW","20010"
2010,"2010/11/22 05:00:00+00","ALTERATION AND REPAIR","TO INSTALL 24 PV SOLAR PANELS TO PROVIDE 5.5 KW","516 7TH ST NE, WASHINGTON, DC 20002","516 7TH ST NE","20002"
2010,"2010/03/18 04:00:00+00","ALTERATION AND REPAIR","INSTALL 29 SUNTECH 175W SOLAR PANELS ON THE SNYDER'S SFD DETACHED STRUCTURE ROOF.","925 NORTH CAROLINA AVE SE, WASHINGTON, DC 20003","925 NORTH CAROLINA AVE SE","20003"
2010,"2010/05/26 04:00:00+00","ALTERATION AND REPAIR","Install 16 solar electric panels on roof of SFD.","1702 BAY ST SE, WASHINGTON, DC 20003","1702 BAY ST SE","20003"
2010,"2010/03/17 04:00:00+00","ALTERATION AND REPAIR","INSTALLATION OF A 5.25 KW SOLAR PHOTOVOLTAIC ROOF TOP OF THE EXISTING SFD WITH SYSTEM (30 175 WATT SUNTECH MODULES).","6224 30TH ST NW, WASHINGTON, DC 20015","6224 30TH ST NW","20015"
2010,"2010/12/03 05:00:00+00","ALTERATION AND REPAIR","INSTALL ROOF  MOUNTED PV SOLAR SYSTEM LESS THAN 1' HIGH OF THE EXISTING SFD'S ROOF, 1.85 KW","312 4TH ST SE, WASHINGTON, DC 20003","312 4TH ST SE","20003"
2010,"2010/12/10 05:00:00+00","ALTERATION AND REPAIR","TO INSTALL 20 PHOTOVOLTAIC SOLAR PANELS ON ROOFTOP TO PROVIDE 4.6KW.","1920 4TH ST NE, WASHINGTON, DC 20002","1920 4TH ST NE","20002"
2010,"2010/12/09 05:00:00+00","ALTERATION AND REPAIR","INSTALL 19 PHOTOVOLTAIC SOLAR PANELS TO PROVIDE 4.37 KW.  SOLAR PANELS SHALL NOT NE VISIBLE FROM PUBLIC AREAS.","1451 CORCORAN ST NW, WASHINGTON, DC 20009","1451 CORCORAN ST NW","20009"
2010,"2010/12/07 05:00:00+00","ALTERATION AND REPAIR","MOUNT TWENTY FOUR (24) SCHOTT POLY 225 SOLAR PV PANELS ON ROOF.","1820 MONROE ST NE, WASHINGTON, DC 20018","1820 MONROE ST NE","20018"
2010,"2010/12/09 05:00:00+00","ALTERATION AND REPAIR","INSTALL 31 PHOTOVOLTAIC SOLAR PANELS TO PROVIDE 7.1KW.  SOLAR PANELS SHALL NO BE VISIBLE FROM PUBLIC AREAS.","1453 S ST NW, WASHINGTON, DC 20009","1453 S ST NW","20009"
2010,"2010/12/09 05:00:00+00","ALTERATION AND REPAIR","INSTALL 21 PHOTOVOLTAIC SOLAR PANELS TO PROVIDE 4.8 KW. SOLAR PANELS SHALL NOT BE VISIBLE FROM PUBLIC AREAS","1311 EAST CAPITOL ST SE, WASHINGTON, DC 20003","1311 EAST CAPITOL ST SE","20003"
2010,"2010/12/03 05:00:00+00","ALTERATION AND REPAIR","INSTALL ROOF  MOUNTED PV SOLAR SYSTEM , 4.07 KW ON THE EXISTING 2-FLOOR SFD'S ROOF.","2036 PIERCE MILL RD NW, WASHINGTON, DC 20010","2036 PIERCE MILL RD NW","20010"
2010,"2010/11/23 05:00:00+00","ALTERATION AND REPAIR","INSTALL ROOF MOUNTED PV SOLAR SYSTEM 3.33KW FOR THE EXISTING SFD.","1425 BANGOR ST SE, WASHINGTON, DC 20020","1425 BANGOR ST SE","20020"
2010,"2010/12/09 05:00:00+00","ALTERATION AND REPAIR","Install 27 photovoltaic solar panels on rooftop of the existing sfd to provide 6.2 kw.solar panels will not be visible from public areas.","2709 WOODLEY RD NW, WASHINGTON, DC 20008","2709 WOODLEY RD NW","20008"
2010,"2010/12/07 05:00:00+00","ALTERATION AND REPAIR","INSTALL ROOF MOUNTED PV SOLAR SYSTEM 3.6K W","1801 TAYLOR ST NW, WASHINGTON, DC 20011","1801 TAYLOR ST NW","20011"
2010,"2010/12/10 05:00:00+00","ALTERATION AND REPAIR","install 30 photovotaic solar panels on the rooftop to provide 6.9 kw solar panels will not be visible from public areas.","700 K ST NE, WASHINGTON, DC 20002","700 K ST NE","20002"
2010,"2010/12/10 05:00:00+00","ALTERATION AND REPAIR","INSTALL 14 PHOTOVOLTAIC SOLAR PANELS ON ROOF TOP TO PROVIDE 3.22 KW SOLAR PANEL WILL NOT BE VISIBLE FROM PUBLIC SPACE","311 10TH ST NE, WASHINGTON, DC 20002","311 10TH ST NE","20002"
2010,"2010/12/09 05:00:00+00","ALTERATION AND REPAIR","install 18 photovotaic solar panels on the rooftop to provide 4.1 kw solar panels will not be visible from public areas.","201 12TH ST SE, WASHINGTON, DC 20003","201 12TH ST SE","20003"
2010,"2010/11/30 05:00:00+00","ALTERATION AND REPAIR","INSTALL ROOF  MOUNTED PV SOLAR SYSTEM , 1.85 KW","621 ORLEANS PL NE, WASHINGTON, DC 20002","621 ORLEANS PL NE","20002"
2010,"2010/12/01 05:00:00+00","ALTERATION AND REPAIR","INSTALL ROOF  MOUNTED PV SOLAR SYSTEM , 1.85 KW","1112 ABBEY PL NE, WASHINGTON, DC 20002","1112 ABBEY PL NE","20002"
2010,"2010/10/19 04:00:00+00","ALTERATION AND REPAIR","INSTALL SOLAR PANELS ON THE EXISTING 2-FLOOR BUILDING'S ROOF.","2168 WISCONSIN AVE NW 00001, WASHINGTON, DC 20007","2168 WISCONSIN AVE NW 00001","20007"
